postId,createdAt,visibility,updatedAt,content,mediaUrls,groupId,sharedFromPostId
P01405,2025-12-07T01:58:53,public,2026-02-02T02:42:53,Neo4j dùng cho friend suggestion khá hợp.,,G051,
P01406,2025-05-16T13:35:52,public,2025-09-14T18:44:45,Mình đang học về quy trình sales ops.,,G063,
P01407,2026-03-28T04:39:09,public,2026-03-29T02:23:54,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_01407.jpg,G018,
P01408,2026-02-19T22:08:06,public,2026-03-20T22:41:54,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,,
P01409,2026-03-16T12:39:10,friends,2026-03-29T16:30:46,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01410,2025-11-17T07:00:09,group,2025-11-28T00:59:50,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P01411,2025-06-20T23:51:54,group,2025-07-08T16:44:30,Mình cần bạn học writing task 2.,,,
P01412,2025-09-01T03:16:02,group,2026-03-04T01:29:58,Case study này khá hay cho team kinh doanh.,,,
P01413,2025-10-04T18:20:18,group,2025-10-23T12:31:09,Neo4j dùng cho friend suggestion khá hợp.,,,
P01414,2025-11-13T09:31:18,group,2026-03-30T03:33:57,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_01414.jpg,,
P01415,2026-03-22T06:06:00,public,2026-03-27T11:51:43,Mình đang học design system.,,G010,
P01416,2024-09-29T08:00:35,public,2025-01-13T16:08:22,Mình cần template content plan cho fanpage.,,G073,
P01417,2024-11-27T09:58:17,friends,2025-05-02T05:32:40,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,,
P01418,2024-10-13T23:26:41,group,2025-08-26T05:08:35,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01418.jpg,,
P01419,2025-03-17T01:47:20,public,2026-03-19T23:50:42,Mọi người dùng KPI nào để đo hiệu quả content?,,G060,
P01420,2024-06-29T21:31:27,friends,2025-02-03T11:06:23,Mình đang học quản trị dòng tiền.,,G071,
P01421,2026-01-14T01:09:56,friends,2026-02-14T13:26:23,Ai có bài tập Neo4j hay cho mình xin với.,,G020,
P01422,2025-10-16T14:05:30,group,2026-02-20T20:30:22,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G042,
P01423,2026-03-15T05:39:47,friends,2026-03-28T08:42:48,Mình đang học design system.,,,
P01424,2025-10-07T14:07:26,friends,2026-02-06T05:16:48,Có ai học dataset Olist không?,,,
P01425,2026-03-26T08:01:31,public,2026-03-26T20:41:00,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G086,
P01426,2026-02-27T17:28:24,public,2026-03-26T03:47:39,Có ai từng làm growth experiment cho startup chưa?,,,
P01427,2026-03-19T07:20:06,public,2026-03-19T12:14:13,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_01427.jpg,,
P01428,2025-08-11T10:37:42,group,2025-08-31T03:30:58,Mình đang phân tích hành vi khách hàng cho shop.,,G007,
P01429,2026-03-12T11:58:46,public,2026-03-17T17:00:21,Mình đang học về quy trình sales ops.,https://example.com/media/post_01429.jpg,,
P01430,2025-11-21T16:38:42,public,2026-02-28T16:05:36,Ai muốn luyện speaking buổi tối không?,,G053,
P01431,2025-08-09T03:23:47,group,2026-02-04T03:09:07,Mọi người nghĩ sao về product-market fit?,,G021,
P01432,2025-08-02T16:11:32,friends,2025-09-08T10:58:04,Có ai từng làm growth experiment cho startup chưa?,,G003,
P01433,2025-04-28T11:45:50,public,2025-10-25T04:05:43,Mình đang học design system.,,,
P01434,2026-03-13T15:38:20,group,2026-03-15T08:04:32,Case study này khá hay cho team kinh doanh.,,G051,
P01435,2025-09-28T02:14:23,public,2026-01-17T05:59:04,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01435.jpg,,
P01436,2026-01-03T11:37:15,public,2026-01-04T14:15:25,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_01436.jpg,,
P01437,2026-01-22T05:41:22,friends,2026-02-17T20:32:11,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G087,
P01438,2025-07-27T19:38:17,public,2025-12-21T19:30:18,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P01439,2024-06-02T04:06:15,public,2025-08-06T20:26:16,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G049,
P01440,2026-03-18T23:43:55,group,2026-03-28T08:32:56,Mình đang học design system.,,,
P01441,2024-04-30T20:03:03,group,2026-03-27T23:34:15,Ai muốn luyện speaking buổi tối không?,,G067,
P01442,2025-06-30T09:23:33,group,2026-03-06T09:14:53,Mình cần bạn học writing task 2.,,G067,
P01443,2025-02-05T18:38:50,public,2025-10-01T05:36:19,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G048,
P01444,2025-10-27T07:11:55,public,2025-12-07T01:52:18,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_01444.jpg,,
P01445,2026-02-28T22:15:49,group,2026-03-09T03:09:55,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_01445.jpg,G049,
P01446,2025-09-20T17:40:28,public,2026-03-21T00:41:27,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01446.jpg,G049,
P01447,2024-08-04T02:35:34,public,2025-11-27T09:45:21,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_01447.jpg,,
P01448,2026-03-22T05:41:53,group,2026-03-28T08:11:21,Mình đang học quản trị dòng tiền.,,,
P01449,2024-08-24T01:43:22,friends,2025-09-14T15:17:51,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01450,2025-05-24T20:10:08,public,2025-08-24T20:38:04,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01451,2025-12-12T22:23:49,friends,2026-02-18T09:45:51,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_01451.jpg,G057,
P01452,2026-03-11T17:16:19,group,2026-03-24T19:29:28,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_01452.jpg,,
P01453,2026-03-20T09:30:54,group,2026-03-28T23:52:33,Ai muốn luyện speaking buổi tối không?,,G053,
P01454,2025-06-24T07:51:57,group,2025-09-07T02:42:27,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P01455,2025-11-07T10:34:08,public,2026-03-11T12:11:09,Mọi người học IELTS listening bằng nguồn nào?,,,
P01456,2026-03-11T00:54:34,public,2026-03-11T04:54:04,Mình cần template content plan cho fanpage.,https://example.com/media/post_01456.jpg,,
P01457,2025-03-30T08:28:37,public,2025-09-29T14:06:43,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01457.jpg,,
P01458,2025-12-27T22:13:18,public,2026-04-01T21:14:37,Ai có bài tập Neo4j hay cho mình xin với.,,,
P01459,2024-07-18T10:49:01,friends,2024-12-09T09:42:46,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_01459.jpg,G046,
P01460,2025-03-29T04:44:07,friends,2025-07-23T19:18:59,Mọi người nghĩ sao về product-market fit?,,,
P01461,2026-01-17T01:52:31,group,2026-02-06T07:57:01,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_01461.jpg,,
P01462,2025-06-11T15:06:06,group,2025-09-28T13:40:12,Mình đang học design system.,,G035,
P01463,2026-03-09T23:02:00,public,2026-03-30T12:02:33,Mình đang học về quy trình sales ops.,,G034,
P01464,2026-02-05T09:30:34,group,2026-02-13T23:42:01,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01464.jpg,,
P01465,2025-11-03T04:02:14,group,2026-01-29T07:42:36,Mọi người học IELTS listening bằng nguồn nào?,,,
P01466,2026-01-10T17:51:38,group,2026-02-05T19:04:30,Mọi người recommend tài liệu Spring Boot nhé.,,,
P01467,2026-01-25T15:49:30,friends,2026-02-18T20:53:17,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_01467.jpg,G039,
P01468,2026-01-01T22:50:42,public,2026-01-06T08:19:11,Có ai đang học system design không?,,G082,
P01469,2026-03-03T19:10:09,group,2026-03-10T18:30:50,Mình cần bạn học writing task 2.,https://example.com/media/post_01469.jpg,G067,
P01470,2024-12-23T16:34:44,group,2025-05-30T19:21:20,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,https://example.com/media/post_01470.jpg,,
P01471,2025-03-18T12:20:15,friends,2025-11-12T05:51:56,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_01471.jpg,G014,
P01472,2026-03-02T12:52:53,friends,2026-03-08T22:30:22,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P01473,2026-02-06T05:27:02,group,2026-03-14T08:08:44,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01473.jpg,G059,
P01474,2026-03-12T01:24:05,group,2026-03-12T20:45:03,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G018,
P01475,2025-12-22T09:13:54,group,2026-03-26T08:10:56,Mọi người nghĩ sao về product-market fit?,,G021,
P01476,2026-03-13T15:24:12,group,2026-03-15T05:50:22,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01476.jpg,G050,
P01477,2025-02-09T21:49:08,public,2025-05-23T20:36:11,Có ai đã chạy A/B test cho landing page chưa?,,,
P01478,2026-01-18T23:43:02,group,2026-03-30T02:11:59,Có ai học dataset Olist không?,,G066,
P01479,2025-04-12T08:37:13,friends,2026-03-13T17:18:11,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G007,
P01480,2025-05-05T04:44:07,group,2026-02-10T21:46:09,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G011,
P01481,2024-06-22T02:46:16,friends,2025-04-30T02:56:44,Có ai đang học system design không?,https://example.com/media/post_01481.jpg,,
P01482,2024-09-20T11:45:26,group,2025-10-19T13:53:59,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_01482.jpg,G022,
P01483,2025-03-22T12:13:29,public,2025-12-14T02:14:11,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01483.jpg,G083,
P01484,2024-07-10T23:18:18,group,2025-05-22T08:14:17,Mọi người học IELTS listening bằng nguồn nào?,,G023,
P01485,2026-01-26T04:01:54,friends,2026-03-15T12:14:07,Mọi người học IELTS listening bằng nguồn nào?,,G072,
P01486,2025-06-24T08:00:27,public,2025-11-13T20:59:21,Neo4j dùng cho friend suggestion khá hợp.,,G054,
P01487,2025-08-07T18:29:01,public,2025-11-22T12:22:41,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_01487.jpg,,
P01488,2024-11-20T16:12:54,friends,2025-07-11T09:05:24,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P01489,2025-10-06T06:20:14,public,2025-10-17T00:12:59,Có ai học dataset Olist không?,,G081,
P01490,2026-01-12T20:44:32,friends,2026-02-17T16:11:11,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G075,
P01491,2026-02-07T20:34:42,public,2026-03-31T01:02:52,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G027,
P01492,2024-07-11T01:17:09,group,2025-03-26T23:24:53,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G066,
P01493,2025-06-08T09:30:34,group,2025-12-27T18:07:11,Mình cần template content plan cho fanpage.,https://example.com/media/post_01493.jpg,G040,
P01494,2025-11-06T22:42:43,friends,2026-03-21T22:53:44,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01494.jpg,G009,
P01495,2025-12-19T18:43:12,group,2026-03-30T01:39:08,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P01496,2025-06-03T07:46:50,public,2025-06-29T06:45:12,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G049,
P01497,2025-05-02T06:29:51,group,2025-05-29T23:51:30,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01497.jpg,G018,
P01498,2026-02-12T09:39:31,public,2026-03-06T02:20:59,Mình cần template content plan cho fanpage.,https://example.com/media/post_01498.jpg,,
P01499,2026-03-24T10:16:51,public,2026-03-29T19:01:44,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G045,
P01500,2024-10-18T19:01:09,group,2025-07-23T17:59:18,Mình đang học quản trị dòng tiền.,,,
P01501,2025-10-04T17:54:10,group,2025-12-13T17:39:20,Mình đang học quản trị dòng tiền.,,G071,
P01502,2025-03-31T04:38:36,public,2025-12-10T13:07:35,Mình cần template content plan cho fanpage.,,,
P01503,2024-07-04T05:09:58,group,2025-10-13T03:27:48,Mọi người recommend tài liệu Spring Boot nhé.,,G062,
P01504,2026-02-19T12:26:22,public,2026-03-30T05:08:39,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01504.jpg,,
P01505,2025-03-08T12:46:55,friends,2025-04-06T17:46:35,Ai muốn luyện speaking buổi tối không?,,G088,
P01506,2024-12-06T11:15:37,group,2025-06-04T14:53:13,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_01506.jpg,G037,
P01507,2025-10-17T10:50:44,public,2025-11-08T01:53:02,Typography nào dễ dùng cho mobile app?,,,
P01508,2026-01-20T18:18:04,group,2026-03-19T16:12:23,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_01508.jpg,,
P01509,2025-05-18T13:55:26,public,2025-11-15T10:39:01,Mọi người nghĩ sao về product-market fit?,,,
P01510,2025-05-23T03:31:32,friends,2026-01-01T20:04:30,Neo4j dùng cho friend suggestion khá hợp.,,G016,
P01511,2025-09-05T09:50:54,public,2026-03-06T20:07:36,Mình cần template content plan cho fanpage.,,,
P01512,2024-04-24T17:31:49,group,2026-03-15T01:32:45,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01512.jpg,,
P01513,2026-03-26T22:37:08,public,2026-03-30T00:12:53,Mình cần template content plan cho fanpage.,,,
P01514,2026-03-17T07:21:40,public,2026-03-31T11:07:22,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,G046,
P01515,2026-03-11T18:56:49,group,2026-03-25T21:50:42,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G029,
P01516,2025-01-09T21:34:46,public,2025-08-16T05:13:13,Mình đang học quản trị dòng tiền.,,G071,
P01517,2025-04-19T05:14:06,friends,2025-05-24T21:48:41,Bài này giải thích khá dễ về budgeting.,,,
P01518,2026-02-13T10:02:05,group,2026-03-24T22:29:58,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_01518.jpg,G008,
P01519,2026-01-16T18:55:09,public,2026-02-12T13:30:55,Mình đang học về quy trình sales ops.,,G070,
P01520,2026-02-24T02:01:23,public,2026-03-26T15:08:52,Mọi người học IELTS listening bằng nguồn nào?,,,
P01521,2026-01-21T01:12:55,friends,2026-03-21T04:50:16,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G007,
P01522,2025-03-08T08:08:42,friends,2025-11-16T02:55:17,Có ai học dataset Olist không?,,G026,
P01523,2026-01-04T11:43:37,public,2026-03-08T06:24:25,"Mình đang build app nhỏ bằng React, cần góp ý UI.",https://example.com/media/post_01523.jpg,G055,
P01524,2025-07-25T16:06:56,group,2025-12-01T07:53:21,Mình cần template content plan cho fanpage.,https://example.com/media/post_01524.jpg,,
P01525,2026-02-21T02:33:24,public,2026-02-26T19:35:31,Mình cần bạn học writing task 2.,,G008,
P01526,2026-01-10T22:07:04,public,2026-03-12T08:09:25,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P01527,2025-12-28T16:41:49,group,2026-01-12T05:21:14,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_01527.jpg,,
P01528,2025-07-03T08:53:54,public,2025-09-06T21:39:42,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P01529,2026-01-01T00:55:26,public,2026-03-05T18:50:53,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_01529.jpg,G047,
P01530,2026-02-25T02:00:25,group,2026-03-14T00:10:00,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P01531,2025-08-16T06:25:51,group,2025-11-30T16:27:29,Chia sẻ case branding mình thấy khá hay.,,,
P01532,2025-04-09T08:06:14,group,2025-07-08T03:26:35,Mình cần bạn học writing task 2.,,G072,
P01533,2025-05-10T01:00:10,public,2025-12-11T01:04:34,Mọi người góp ý giúp mình layout này với.,,,
P01534,2024-07-17T07:18:13,group,2025-07-06T12:45:46,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P01535,2026-03-27T07:10:17,group,2026-03-27T07:43:50,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_01535.jpg,G016,
P01536,2026-01-23T23:56:36,public,2026-02-17T03:10:32,Mình cần bạn học writing task 2.,https://example.com/media/post_01536.jpg,,
P01537,2025-12-12T12:14:34,group,2026-03-26T08:24:10,Ai có bài tập Neo4j hay cho mình xin với.,,G045,
P01538,2025-09-26T09:44:09,group,2026-01-03T23:44:52,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_01538.jpg,G047,
P01539,2026-03-29T17:08:32,group,2026-03-31T12:52:11,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_01539.jpg,G073,
P01540,2026-03-21T18:36:40,public,2026-03-31T02:35:35,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G045,
P01541,2025-01-29T22:55:38,group,2025-07-17T00:22:32,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,https://example.com/media/post_01541.jpg,G045,
P01542,2025-09-28T14:31:29,group,2025-10-08T18:19:05,Mình đang học về quy trình sales ops.,,G037,
P01543,2026-01-18T10:10:47,friends,2026-03-02T01:47:45,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_01543.jpg,G007,
P01544,2025-07-26T01:30:30,public,2026-01-15T20:13:54,Có ai đã chạy A/B test cho landing page chưa?,,,
P01545,2025-06-10T10:05:45,group,2025-07-25T09:26:27,Có ai đã chạy A/B test cho landing page chưa?,,,
P01546,2026-03-29T08:28:41,public,2026-03-30T21:13:22,Mọi người học IELTS listening bằng nguồn nào?,,,
P01547,2025-11-08T04:35:17,friends,2025-12-21T16:32:05,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_01547.jpg,G037,
P01548,2025-12-02T03:07:31,public,2026-01-25T23:43:21,Chia sẻ bộ từ vựng chủ đề education.,https://example.com/media/post_01548.jpg,,
P01549,2025-11-24T01:10:31,public,2026-01-07T16:32:28,Mọi người học IELTS listening bằng nguồn nào?,,G004,
P01550,2026-03-06T14:21:14,friends,2026-03-29T14:03:08,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01550.jpg,G065,
P01551,2025-07-30T13:46:11,group,2026-01-18T05:29:05,Mình cần template content plan cho fanpage.,https://example.com/media/post_01551.jpg,G041,
P01552,2024-09-20T23:44:48,public,2025-12-24T08:31:50,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_01552.jpg,G067,
P01553,2025-10-06T04:05:23,friends,2026-02-11T09:41:36,Mình cần bạn học writing task 2.,https://example.com/media/post_01553.jpg,G072,
P01554,2025-07-26T06:01:49,public,2026-02-21T03:31:26,Mình cần bạn học writing task 2.,https://example.com/media/post_01554.jpg,G038,
P01555,2026-04-01T13:32:20,public,2026-04-01T18:24:56,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,G044,
P01556,2025-04-30T19:55:28,friends,2025-05-03T18:23:14,Mọi người recommend tài liệu Spring Boot nhé.,,G046,
P01557,2024-07-11T21:27:41,public,2025-01-05T23:36:58,Chia sẻ bộ từ vựng chủ đề education.,,,
P01558,2026-01-24T02:35:16,group,2026-02-25T18:26:24,Typography nào dễ dùng cho mobile app?,,G033,
P01559,2026-01-16T10:16:30,group,2026-02-14T06:45:01,Có ai đang học system design không?,,,
P01560,2026-02-05T02:05:25,friends,2026-03-14T09:47:00,Chia sẻ tài liệu SQL cơ bản cho người mới.,,,
P01561,2025-02-20T13:51:59,public,2025-09-13T14:14:06,Có ai từng làm growth experiment cho startup chưa?,,G063,
P01562,2024-10-18T13:59:23,group,2025-06-06T15:16:03,Mình đang phân tích hành vi khách hàng cho shop.,,,
P01563,2026-02-22T10:39:18,public,2026-04-01T10:05:18,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_01563.jpg,,
P01564,2026-03-14T05:12:49,friends,2026-03-25T05:21:19,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_01564.jpg,,
P01565,2026-03-17T18:00:22,public,2026-03-22T06:28:20,Case study này khá hay cho team kinh doanh.,,,
P01566,2026-02-14T15:41:23,friends,2026-03-13T23:26:16,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G003,
P01567,2025-06-23T20:22:36,public,2025-11-10T17:00:41,Mình đang học quản trị dòng tiền.,https://example.com/media/post_01567.jpg,G071,
P01568,2025-10-25T02:23:43,group,2025-11-07T21:25:31,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_01568.jpg,,
P01569,2026-02-07T14:31:03,public,2026-02-24T15:40:51,Có ai đã chạy A/B test cho landing page chưa?,,G089,
P01570,2025-10-15T22:06:55,group,2025-10-24T21:10:12,Mình đang học design system.,,,
P01571,2025-03-19T18:04:17,public,2026-02-16T21:40:19,Mình đang học về quy trình sales ops.,,G077,
P01572,2024-08-17T19:51:33,friends,2026-01-11T03:58:43,Neo4j dùng cho friend suggestion khá hợp.,,G013,
P01573,2026-03-08T20:36:35,public,2026-03-15T10:51:58,Có ai muốn lập nhóm học FP&A không?,,,
P01574,2025-02-04T21:02:34,public,2025-11-27T05:51:51,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_01574.jpg,,
P01575,2026-02-02T06:48:46,public,2026-03-06T15:57:17,Mọi người nghĩ sao về product-market fit?,,G037,
P01576,2025-11-26T06:07:13,group,2025-12-31T15:08:03,Typography nào dễ dùng cho mobile app?,,G039,
P01577,2025-08-31T04:01:54,friends,2026-03-22T03:28:55,Ai muốn luyện speaking buổi tối không?,,G067,
P01578,2025-06-26T17:57:42,public,2025-09-07T15:39:47,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_01578.jpg,,
P01579,2025-11-03T12:51:35,public,2025-11-17T00:49:12,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P01580,2025-11-12T17:36:46,friends,2026-02-07T17:42:21,Mọi người recommend tài liệu Spring Boot nhé.,,,
P01581,2026-03-17T19:38:15,friends,2026-03-20T21:04:22,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,https://example.com/media/post_01581.jpg,,
P01582,2026-01-28T20:17:36,group,2026-03-04T07:22:54,Có ai đang học system design không?,,G046,
P01583,2025-05-03T18:11:02,public,2025-11-14T21:13:02,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G045,
P01584,2025-06-04T18:29:00,group,2025-09-06T05:38:12,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P01585,2025-07-14T19:45:38,public,2025-09-06T09:21:27,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G066,
P01586,2024-11-09T00:34:46,group,2025-09-16T17:33:56,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_01586.jpg,,
P01587,2025-08-13T20:51:21,group,2025-12-29T12:46:58,Mọi người góp ý giúp mình layout này với.,,,
P01588,2025-12-22T17:50:05,public,2026-01-14T05:41:07,Mọi người nghĩ sao về product-market fit?,,G077,
P01589,2026-01-28T03:57:26,group,2026-03-28T01:05:33,Mọi người góp ý giúp mình layout này với.,,,
P01590,2025-12-04T07:08:19,public,2026-02-12T23:36:49,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P01591,2025-09-05T06:31:25,public,2025-11-14T21:36:04,Mọi người recommend tài liệu Spring Boot nhé.,,,
P01592,2025-07-01T20:15:21,public,2025-10-30T03:16:16,Ai muốn luyện speaking buổi tối không?,,G008,
P01593,2025-08-09T16:43:25,public,2025-10-28T15:55:09,Mọi người học IELTS listening bằng nguồn nào?,,G011,
P01594,2026-02-27T14:32:21,public,2026-03-02T21:02:15,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,,
P01595,2025-01-24T19:52:57,public,2025-11-30T15:55:47,Ai muốn luyện speaking buổi tối không?,,,
P01596,2025-08-16T20:33:10,group,2025-12-02T11:19:29,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_01596.jpg,G015,
P01597,2025-09-29T00:39:40,friends,2026-03-13T04:44:21,Bài này giải thích khá dễ về budgeting.,,,
P01598,2024-04-28T09:38:33,public,2024-08-06T16:15:10,Có ai học dataset Olist không?,,G007,
P01599,2025-10-12T23:51:24,group,2025-10-21T14:41:05,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_01599.jpg,,
P01600,2026-02-13T06:41:20,group,2026-02-26T17:41:17,Chia sẻ case branding mình thấy khá hay.,,,
P01601,2025-10-04T17:16:14,group,2025-12-28T09:11:19,Mình đang phân tích hành vi khách hàng cho shop.,,G007,
P01602,2025-09-05T00:48:34,public,2025-11-13T17:34:28,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_01602.jpg,G034,
P01603,2026-03-14T16:46:23,public,2026-03-22T03:11:00,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_01603.jpg,G011,
P01604,2024-06-06T04:22:20,public,2026-03-13T16:14:04,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_01604.jpg,,
P01605,2026-01-23T20:51:52,public,2026-03-08T05:56:08,Chia sẻ tài liệu SQL cơ bản cho người mới.,https://example.com/media/post_01605.jpg,,
P01606,2026-03-01T19:36:19,friends,2026-03-25T18:35:46,Ai có bài tập Neo4j hay cho mình xin với.,,,
P01607,2025-04-22T22:30:38,public,2025-07-09T10:37:54,Mọi người học IELTS listening bằng nguồn nào?,,G036,
P01608,2024-05-14T17:36:49,public,2024-07-30T17:26:40,Chia sẻ bộ từ vựng chủ đề education.,,,
P01609,2025-11-02T00:35:25,public,2025-11-30T09:34:57,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_01609.jpg,,
P01610,2025-09-18T15:11:59,public,2025-11-30T01:54:41,Chia sẻ bộ từ vựng chủ đề education.,,G053,
P01611,2026-01-26T21:58:02,group,2026-03-22T13:00:41,Mình đang học quản trị dòng tiền.,,G017,
P01612,2025-10-08T09:06:40,friends,2025-12-27T00:20:00,Ai muốn luyện speaking buổi tối không?,,G036,
P01613,2025-09-27T19:49:44,friends,2026-03-01T23:25:11,Chia sẻ bộ từ vựng chủ đề education.,,,
P01614,2026-03-02T16:41:08,public,2026-03-05T09:15:17,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,G058,
P01615,2025-06-07T07:05:07,public,2026-02-16T05:14:52,Có ai đang học system design không?,,G002,
P01616,2025-11-04T05:07:48,public,2025-12-02T01:55:10,Có ai từng làm growth experiment cho startup chưa?,,,
P01617,2025-09-13T00:56:15,friends,2025-10-05T01:34:27,Có ai từng làm growth experiment cho startup chưa?,,G090,
P01618,2026-01-29T09:59:56,public,2026-02-19T22:34:21,Case study này khá hay cho team kinh doanh.,https://example.com/media/post_01618.jpg,,
P01619,2025-10-25T01:15:27,public,2025-11-05T09:59:58,Mình cần template content plan cho fanpage.,,G078,
P01620,2024-11-26T03:07:34,group,2025-07-27T13:35:42,Typography nào dễ dùng cho mobile app?,,,
P01621,2025-04-03T20:58:42,group,2025-09-07T21:56:45,Mọi người học IELTS listening bằng nguồn nào?,,,
P01622,2025-02-07T19:50:54,friends,2025-08-20T01:01:24,Mọi người dùng KPI nào để đo hiệu quả content?,,,
